,correct_sentence,wrong_sentence
469,구분(피트) 는 40ft 길이(m) 는 12.034 이다. ,구분(피트)는40ft길이(m)는12.034이다.
470,구분(피트) 는 40ft 폭(m) 는 2.348 이다. ,구분(피트)는40ft폭(m)는2.348이다.
471,구분(피트) 는 40ft 높이(m) 는 2.39 이다. ,구분(피트)는40ft높이(m)는2.39이다.
472,구분(피트) 는 40ft 적재중량(ton) 는 26.59 이다. ,구분(피트)는40ft적재중량(ton)는26.59이다.
473,장비 및 설비 CAPACITY의 PIPE PROFILE CUTTING MACHINE(해양)에서 PIPE 발주 시 강재제한 사항은 아래의 표와 같다,장비및설비CAPACITY의PIPEPROFILECUTTINGMACHINE(해양)에서PIPE발주시강재제한사항은아래의표와같다
474,장비 및 설비 CAPACITY의 PIPE PROFILE CUTTING MACHINE(해양)에서,장비및설비CAPACITY의PIPEPROFILECUTTINGMACHINE(해양)에서
475,구분 는 절단 업체 는 대화중공업㈜ SPC-3050 외경150 이상3050이하 이다. ,구분는절단업체는대화중공업㈜SPC-3050외경150이상3050이하이다.
476,구분 는 절단 업체 는 대화중공업㈜ SPC-3050 길이 는 18 이다. ,구분는절단업체는대화중공업㈜SPC-3050길이는18이다.
477,구분 는 절단 업체 는 대화중공업㈜ SPC-3050 두께 는 100 이다. ,구분는절단업체는대화중공업㈜SPC-3050두께는100이다.
478,구분 는 절단 업체 는 대화중공업㈜ SPC-3050 중량 는 30 이다. ,구분는절단업체는대화중공업㈜SPC-3050중량는30이다.
479,구분 는 절단 업체 는 대화중공업㈜ MPC-450 외경50이상1400이하 이다. ,구분는절단업체는대화중공업㈜MPC-450외경50이상1400이하이다.
480,구분 는 절단 업체 는 대화중공업㈜ MPC-450 길이 는 18 이다. ,구분는절단업체는대화중공업㈜MPC-450길이는18이다.
481,구분 는 절단 업체 는 대화중공업㈜ MPC-450 두께 는 100 이다. ,구분는절단업체는대화중공업㈜MPC-450두께는100이다.
482,구분 는 절단 업체 는 대화중공업㈜ MPC-450 중량 는 10 이다. ,구분는절단업체는대화중공업㈜MPC-450중량는10이다.
483,구분 는 절단 업체 는 삼강 M&T Auto 외경330 이상2000이하 이다. ,구분는절단업체는삼강M&TAuto외경330이상2000이하이다.
484,구분 는 절단 업체 는 삼강 M&T Auto 길이3 이상16.5이하 이다. ,구분는절단업체는삼강M&TAuto길이3이상16.5이하이다.
485,구분 는 절단 업체 는 삼강 M&T Auto 두께 는 100 이다. ,구분는절단업체는삼강M&TAuto두께는100이다.
486,구분 는 절단 업체 는 삼강 M&T Auto 중량 는 20 이다. ,구분는절단업체는삼강M&TAuto중량는20이다.
487,강판(STEEL PLATE) 발주기준의 PLATE 발주 기준에서 PLATE 발주 기준은 아래와 같다,강판(STEELPLATE)발주기준의PLATE발주기준에서PLATE발주기준은아래와같다
488,1) POSCO 수주 가능 최대 단중(본 사양을 초과하는 강판은 외자 처리됨.),1)POSCO수주가능최대단중(본사양을초과하는강판은외자처리됨.)
489,"(B는강재폭(mm), 단위는톤)","(B는강재폭(mm),단위는톤)"
490,2) Mill 별 생산가능 SIZE TABLE,2)Mill별생산가능SIZETABLE
491,강판(STEEL PLATE) 발주기준의 PLATE 발주 기준에서,강판(STEELPLATE)발주기준의PLATE발주기준에서
492,구분 는 구분 이다. ,구분는구분이다.
493,구분 는 발주 기준 구분 는 발주 기준 이다. 구분 는 발주 기준 이다. ,구분는발주기준구분는발주기준이다.구분는발주기준이다.
494,구분 는 발주 기준 두께6.0 이상100.0이하 이다. 두께6.0 이상100.0이하 이다. ,구분는발주기준두께6.0이상100.0이하이다.두께6.0이상100.0이하이다.
495,"구분 는 발주 기준 폭1,000 이상4,500이하 이다. 폭1,000 이상4,500이하 이다. ","구분는발주기준폭1,000이상4,500이하이다.폭1,000이상4,500이하이다."
496,"구분 는 발주 기준 길이3,000 이상22,500이하 이다. 길이3,000 이상22,500이하 이다. ","구분는발주기준길이3,000이상22,500이하이다.길이3,000이상22,500이하이다."
497,구분 는 발주 기준 최대 단중 는 20.0 이다. 최대 단중 는 20.0 이다. ,구분는발주기준최대단중는20.0이다.최대단중는20.0이다.
498,강판(STEEL PLATE) 발주기준의 PLATE 발주 기준에서,강판(STEELPLATE)발주기준의PLATE발주기준에서
499,두께(mm) 는 12≤t≤40 고 1500≤B<1700 는 20.0 이다. ,두께(mm)는12≤t≤40고1500≤B<1700는20.0이다.
500,두께(mm) 는 12≤t≤40 고 1700≤B<1800 는 20.0 이다. ,두께(mm)는12≤t≤40고1700≤B<1800는20.0이다.
501,두께(mm) 는 12≤t≤40 고 1800≤B<1900 는 20.0 이다. ,두께(mm)는12≤t≤40고1800≤B<1900는20.0이다.
502,두께(mm) 는 12≤t≤40 고 1900≤B<2000 는 20.0 이다. ,두께(mm)는12≤t≤40고1900≤B<2000는20.0이다.
503,두께(mm) 는 12≤t≤40 고 2000≤B<2100 는 20.0 이다. ,두께(mm)는12≤t≤40고2000≤B<2100는20.0이다.
504,두께(mm) 는 12≤t≤40 고 2100≤B<2200 는 20.0 이다. ,두께(mm)는12≤t≤40고2100≤B<2200는20.0이다.
505,두께(mm) 는 12≤t≤40 고 2200≤B<3300 는 20.0 이다. ,두께(mm)는12≤t≤40고2200≤B<3300는20.0이다.
506,두께(mm) 는 12≤t≤40 고 3300≤B<3400 는 20.0 이다. ,두께(mm)는12≤t≤40고3300≤B<3400는20.0이다.
507,두께(mm) 는 12≤t≤40 고 3400≤B<3800 는 20.0 이다. ,두께(mm)는12≤t≤40고3400≤B<3800는20.0이다.
508,두께(mm) 는 12≤t≤40 고 3800≤B<4200 는 20.0 이다. ,두께(mm)는12≤t≤40고3800≤B<4200는20.0이다.
509,두께(mm) 는 12≤t≤40 고 B≥4200 는 20.0 이다. ,두께(mm)는12≤t≤40고B≥4200는20.0이다.
510,두께(mm) 는 41≤t≤60 고 1500≤B<1700 는 14.5 이다. ,두께(mm)는41≤t≤60고1500≤B<1700는14.5이다.
511,두께(mm) 는 41≤t≤60 고 1700≤B<1800 는 15.0 이다. ,두께(mm)는41≤t≤60고1700≤B<1800는15.0이다.
512,두께(mm) 는 41≤t≤60 고 1800≤B<1900 는 16.4 이다. ,두께(mm)는41≤t≤60고1800≤B<1900는16.4이다.
513,두께(mm) 는 41≤t≤60 고 1900≤B<2000 는 16.8 이다. ,두께(mm)는41≤t≤60고1900≤B<2000는16.8이다.
514,두께(mm) 는 41≤t≤60 고 2000≤B<2100 는 17.7 이다. ,두께(mm)는41≤t≤60고2000≤B<2100는17.7이다.
515,두께(mm) 는 41≤t≤60 고 2100≤B<2200 는 18.6 이다. ,두께(mm)는41≤t≤60고2100≤B<2200는18.6이다.
516,두께(mm) 는 41≤t≤60 고 2200≤B<3300 는 19.5 이다. ,두께(mm)는41≤t≤60고2200≤B<3300는19.5이다.
517,두께(mm) 는 41≤t≤60 고 3300≤B<3400 는 19.5 이다. ,두께(mm)는41≤t≤60고3300≤B<3400는19.5이다.
518,두께(mm) 는 41≤t≤60 고 3400≤B<3800 는 19.5 이다. ,두께(mm)는41≤t≤60고3400≤B<3800는19.5이다.
519,두께(mm) 는 41≤t≤60 고 3800≤B<4200 는 19.5 이다. ,두께(mm)는41≤t≤60고3800≤B<4200는19.5이다.
520,두께(mm) 는 41≤t≤60 고 B≥4200 는 19.5 이다. ,두께(mm)는41≤t≤60고B≥4200는19.5이다.
521,두께(mm) 는 61≤t≤70 고 1500≤B<1700 는 14.5 이다. ,두께(mm)는61≤t≤70고1500≤B<1700는14.5이다.
522,두께(mm) 는 61≤t≤70 고 1700≤B<1800 는 15.0 이다. ,두께(mm)는61≤t≤70고1700≤B<1800는15.0이다.
523,두께(mm) 는 61≤t≤70 고 1800≤B<1900 는 16.4 이다. ,두께(mm)는61≤t≤70고1800≤B<1900는16.4이다.
524,두께(mm) 는 61≤t≤70 고 1900≤B<2000 는 16.8 이다. ,두께(mm)는61≤t≤70고1900≤B<2000는16.8이다.
525,두께(mm) 는 61≤t≤70 고 2000≤B<2100 는 17.7 이다. ,두께(mm)는61≤t≤70고2000≤B<2100는17.7이다.
526,두께(mm) 는 61≤t≤70 고 2100≤B<2200 는 18.6 이다. ,두께(mm)는61≤t≤70고2100≤B<2200는18.6이다.
527,두께(mm) 는 61≤t≤70 고 2200≤B<3300 는 19.5 이다. ,두께(mm)는61≤t≤70고2200≤B<3300는19.5이다.
528,두께(mm) 는 61≤t≤70 고 3300≤B<3400 는 19.5 이다. ,두께(mm)는61≤t≤70고3300≤B<3400는19.5이다.
529,두께(mm) 는 61≤t≤70 고 3400≤B<3800 는 19.5 이다. ,두께(mm)는61≤t≤70고3400≤B<3800는19.5이다.
530,두께(mm) 는 61≤t≤70 고 3800≤B<4200 는 19.5 이다. ,두께(mm)는61≤t≤70고3800≤B<4200는19.5이다.
531,두께(mm) 는 61≤t≤70 고 B≥4200 는 - 이다. ,두께(mm)는61≤t≤70고B≥4200는-이다.
532,두께(mm) 는 71≤t≤80 고 1500≤B<1700 는 14.5 이다. ,두께(mm)는71≤t≤80고1500≤B<1700는14.5이다.
533,두께(mm) 는 71≤t≤80 고 1700≤B<1800 는 15.0 이다. ,두께(mm)는71≤t≤80고1700≤B<1800는15.0이다.
534,두께(mm) 는 71≤t≤80 고 1800≤B<1900 는 16.4 이다. ,두께(mm)는71≤t≤80고1800≤B<1900는16.4이다.
535,두께(mm) 는 71≤t≤80 고 1900≤B<2000 는 16.8 이다. ,두께(mm)는71≤t≤80고1900≤B<2000는16.8이다.
536,두께(mm) 는 71≤t≤80 고 2000≤B<2100 는 17.7 이다. ,두께(mm)는71≤t≤80고2000≤B<2100는17.7이다.
537,두께(mm) 는 71≤t≤80 고 2100≤B<2200 는 18.6 이다. ,두께(mm)는71≤t≤80고2100≤B<2200는18.6이다.
538,두께(mm) 는 71≤t≤80 고 2200≤B<3300 는 19.5 이다. ,두께(mm)는71≤t≤80고2200≤B<3300는19.5이다.
539,두께(mm) 는 71≤t≤80 고 3300≤B<3400 는 19.5 이다. ,두께(mm)는71≤t≤80고3300≤B<3400는19.5이다.
540,두께(mm) 는 71≤t≤80 고 3400≤B<3800 는 19.5 이다. ,두께(mm)는71≤t≤80고3400≤B<3800는19.5이다.
541,두께(mm) 는 71≤t≤80 고 3800≤B<4200 는 - 이다. ,두께(mm)는71≤t≤80고3800≤B<4200는-이다.
542,두께(mm) 는 71≤t≤80 고 B≥4200 는 - 이다. ,두께(mm)는71≤t≤80고B≥4200는-이다.
543,두께(mm) 는 81≤t≤90 고 1500≤B<1700 는 14.5 이다. ,두께(mm)는81≤t≤90고1500≤B<1700는14.5이다.
544,두께(mm) 는 81≤t≤90 고 1700≤B<1800 는 15.0 이다. ,두께(mm)는81≤t≤90고1700≤B<1800는15.0이다.
545,두께(mm) 는 81≤t≤90 고 1800≤B<1900 는 16.4 이다. ,두께(mm)는81≤t≤90고1800≤B<1900는16.4이다.
546,두께(mm) 는 81≤t≤90 고 1900≤B<2000 는 16.8 이다. ,두께(mm)는81≤t≤90고1900≤B<2000는16.8이다.
547,두께(mm) 는 81≤t≤90 고 2000≤B<2100 는 17.7 이다. ,두께(mm)는81≤t≤90고2000≤B<2100는17.7이다.
548,두께(mm) 는 81≤t≤90 고 2100≤B<2200 는 18.6 이다. ,두께(mm)는81≤t≤90고2100≤B<2200는18.6이다.
549,두께(mm) 는 81≤t≤90 고 2200≤B<3300 는 19.5 이다. ,두께(mm)는81≤t≤90고2200≤B<3300는19.5이다.
550,두께(mm) 는 81≤t≤90 고 3300≤B<3400 는 19.5 이다. ,두께(mm)는81≤t≤90고3300≤B<3400는19.5이다.
551,두께(mm) 는 81≤t≤90 고 3400≤B<3800 는 - 이다. ,두께(mm)는81≤t≤90고3400≤B<3800는-이다.
552,두께(mm) 는 81≤t≤90 고 3800≤B<4200 는 - 이다. ,두께(mm)는81≤t≤90고3800≤B<4200는-이다.
553,두께(mm) 는 81≤t≤90 고 B≥4200 는 - 이다. ,두께(mm)는81≤t≤90고B≥4200는-이다.
554,두께(mm) 는 91≤t≤100 고 1500≤B<1700 는 14.5 이다. ,두께(mm)는91≤t≤100고1500≤B<1700는14.5이다.
555,두께(mm) 는 91≤t≤100 고 1700≤B<1800 는 15.0 이다. ,두께(mm)는91≤t≤100고1700≤B<1800는15.0이다.
556,두께(mm) 는 91≤t≤100 고 1800≤B<1900 는 16.4 이다. ,두께(mm)는91≤t≤100고1800≤B<1900는16.4이다.
557,두께(mm) 는 91≤t≤100 고 1900≤B<2000 는 16.8 이다. ,두께(mm)는91≤t≤100고1900≤B<2000는16.8이다.
558,두께(mm) 는 91≤t≤100 고 2000≤B<2100 는 17.7 이다. ,두께(mm)는91≤t≤100고2000≤B<2100는17.7이다.
559,두께(mm) 는 91≤t≤100 고 2100≤B<2200 는 18.6 이다. ,두께(mm)는91≤t≤100고2100≤B<2200는18.6이다.
560,두께(mm) 는 91≤t≤100 고 2200≤B<3300 는 19.5 이다. ,두께(mm)는91≤t≤100고2200≤B<3300는19.5이다.
561,두께(mm) 는 91≤t≤100 고 3300≤B<3400 는 - 이다. ,두께(mm)는91≤t≤100고3300≤B<3400는-이다.
562,두께(mm) 는 91≤t≤100 고 3400≤B<3800 는 - 이다. ,두께(mm)는91≤t≤100고3400≤B<3800는-이다.
563,두께(mm) 는 91≤t≤100 고 3800≤B<4200 는 - 이다. ,두께(mm)는91≤t≤100고3800≤B<4200는-이다.
564,두께(mm) 는 91≤t≤100 고 B≥4200 는 - 이다. ,두께(mm)는91≤t≤100고B≥4200는-이다.
565,"강판(STEEL PLATE) 발주기준의 MILL 제조공법(Supply Condition)에서 프로젝트 Spec.에서 특별한 규정이 없는 경우, Mill 제조공법(Supply Condition)은 아래와 같다. ","강판(STEELPLATE)발주기준의MILL제조공법(SupplyCondition)에서프로젝트Spec.에서특별한규정이없는경우,Mill제조공법(SupplyCondition)은아래와같다."
566,TMCP 적용 가능여부는 호선 기초정보에서 확인한다. (해양의 경우 대부분 TMCP 적용),TMCP적용가능여부는호선기초정보에서확인한다.(해양의경우대부분TMCP적용)
567,강판(STEEL PLATE) 발주기준의 MILL 제조공법(Supply Condition)에서,강판(STEELPLATE)발주기준의MILL제조공법(SupplyCondition)에서
568,"재질 는 A,B TM 가능호선 는 t<70는 AR 이다. TM 가능호선 는 t<70는 AR 이다. ","재질는A,BTM가능호선는t<70는AR이다.TM가능호선는t<70는AR이다."
569,"재질 는 A,B ","재질는A,B"
570,"재질 는 A,B TM 불가호선 는 t<70는 AR 이다. ","재질는A,BTM불가호선는t<70는AR이다."
571,"재질 는 A,B ","재질는A,B"
572,"재질 는 AH32, AH36 TM 가능호선 는 t<20는 AR 이다. TM 가능호선 는 t<20는 AR 이다. ","재질는AH32,AH36TM가능호선는t<20는AR이다.TM가능호선는t<20는AR이다."
573,"재질 는 AH32, AH36 ","재질는AH32,AH36"
574,"재질 는 AH32, AH36 TM 불가호선 는 t≤35는 AR 이다. ","재질는AH32,AH36TM불가호선는t≤35는AR이다."
575,"재질 는 AH32, AH36 ","재질는AH32,AH36"
576,재질 는 D TM 가능호선 는 t<12는 AR 이다. TM 가능호선 는 t<12는 AR 이다. ,재질는DTM가능호선는t<12는AR이다.TM가능호선는t<12는AR이다.
577,재질 는 D ,재질는D
578,재질 는 D TM 불가호선 는 t≤35는 AR 이다. ,재질는DTM불가호선는t≤35는AR이다.
579,재질 는 D ,재질는D
580,"재질 는 DH32, DH36 TM 가능호선 는 t<12는 AR 이다. TM 가능호선 는 t<12는 AR 이다. ","재질는DH32,DH36TM가능호선는t<12는AR이다.TM가능호선는t<12는AR이다."
581,"재질 는 DH32, DH36 ","재질는DH32,DH36"
582,"재질 는 DH32, DH36 TM 불가호선 는 t≤12는 AR 이다. ","재질는DH32,DH36TM불가호선는t≤12는AR이다."
583,"재질 는 DH32, DH36 ","재질는DH32,DH36"
584,"재질 는 E, EH32, EH36 TM 가능호선 는 TM 이다. TM 가능호선 는 TM 이다. ","재질는E,EH32,EH36TM가능호선는TM이다.TM가능호선는TM이다."
585,"재질 는 E, EH32, EH36 TM 불가호선 는 N 이다. ","재질는E,EH32,EH36TM불가호선는N이다."
586,재질 는 FH & YS 400 이상 TM 가능호선 는 TM 이다. TM 가능호선 는 TM 이다. ,재질는FH&YS400이상TM가능호선는TM이다.TM가능호선는TM이다.
587,재질 는 FH & YS 400 이상 TM 불가호선 는 TM 이다. ,재질는FH&YS400이상TM불가호선는TM이다.
588,강판(STEEL PLATE) 발주기준의 강판 EXTRA 단가에서,강판(STEELPLATE)발주기준의강판EXTRA단가에서
589,재질 Maker 는 POSCO A 는 24 이다. ,재질Maker는POSCOA는24이다.
590,재질 Maker 는 POSCO B 는 36 이다. ,재질Maker는POSCOB는36이다.
591,재질 Maker 는 POSCO D 는 54 이다. ,재질Maker는POSCOD는54이다.
592,재질 Maker 는 POSCO E 는 92 이다. ,재질Maker는POSCOE는92이다.
593,재질 Maker 는 POSCO AH32 는 54 이다. ,재질Maker는POSCOAH32는54이다.
594,재질 Maker 는 POSCO AH36 는 84 이다. ,재질Maker는POSCOAH36는84이다.
595,재질 Maker 는 POSCO DH32 는 96 이다. ,재질Maker는POSCODH32는96이다.
596,재질 Maker 는 POSCO DH36 는 114 이다. ,재질Maker는POSCODH36는114이다.
597,재질 Maker 는 POSCO EH32 는 126 이다. ,재질Maker는POSCOEH32는126이다.
598,재질 Maker 는 POSCO EH36 는 138 이다. ,재질Maker는POSCOEH36는138이다.
599,재질 Maker 는 POSCO L 는 129 이다. ,재질Maker는POSCOL는129이다.
600,재질 Maker 는 POSCO LH 는 338 이다. ,재질Maker는POSCOLH는338이다.
601,재질 Maker 는 일  본 A 는 20 이다. ,재질Maker는일본A는20이다.
602,재질 Maker 는 일  본 B 는 30 이다. ,재질Maker는일본B는30이다.
603,재질 Maker 는 일  본 D 는 45 이다. ,재질Maker는일본D는45이다.
604,재질 Maker 는 일  본 E 는 76 이다. ,재질Maker는일본E는76이다.
605,재질 Maker 는 일  본 AH32 는 35 이다. ,재질Maker는일본AH32는35이다.
606,재질 Maker 는 일  본 AH36 는 60 이다. ,재질Maker는일본AH36는60이다.
607,재질 Maker 는 일  본 DH32 는 70 이다. ,재질Maker는일본DH32는70이다.
608,재질 Maker 는 일  본 DH36 는 85 이다. ,재질Maker는일본DH36는85이다.
609,재질 Maker 는 일  본 EH32 는 95 이다. ,재질Maker는일본EH32는95이다.
610,재질 Maker 는 일  본 EH36 는 105 이다. ,재질Maker는일본EH36는105이다.
611,재질 Maker 는 일  본 L 는 145 이다. ,재질Maker는일본L는145이다.
612,재질 Maker 는 일  본 LH 는 175 이다. ,재질Maker는일본LH는175이다.
613,강판(STEEL PLATE) 발주기준의 강판 EXTRA 단가에서,강판(STEELPLATE)발주기준의강판EXTRA단가에서
614,폭(mm) 두께(mm) 는 6≤T≤7 고 B≤1200 는 234.5 이다. ,폭(mm)두께(mm)는6≤T≤7고B≤1200는234.5이다.
615,폭(mm) 두께(mm) 는 6≤T≤7 고 1200<B≤1500 는 220.5 이다. ,폭(mm)두께(mm)는6≤T≤7고1200<B≤1500는220.5이다.
616,폭(mm) 두께(mm) 는 6≤T≤7 고 1500<B≤1800 는 205.8 이다. ,폭(mm)두께(mm)는6≤T≤7고1500<B≤1800는205.8이다.
617,폭(mm) 두께(mm) 는 6≤T≤7 고 1800<B≤2400 는 187.9 이다. ,폭(mm)두께(mm)는6≤T≤7고1800<B≤2400는187.9이다.
618,폭(mm) 두께(mm) 는 6≤T≤7 고 2400<B≤3000 는 170 이다. ,폭(mm)두께(mm)는6≤T≤7고2400<B≤3000는170이다.
619,폭(mm) 두께(mm) 는 6≤T≤7 고 3000<B≤3300 는 186.7 이다. ,폭(mm)두께(mm)는6≤T≤7고3000<B≤3300는186.7이다.
620,폭(mm) 두께(mm) 는 6≤T≤7 고 3300<B≤3600 는 191.3 이다. ,폭(mm)두께(mm)는6≤T≤7고3300<B≤3600는191.3이다.
621,폭(mm) 두께(mm) 는 6≤T≤7 고 3600<B≤4000 는 202.6 이다. ,폭(mm)두께(mm)는6≤T≤7고3600<B≤4000는202.6이다.
622,폭(mm) 두께(mm) 는 6≤T≤7 고 4200<B≤4200 는 213.8 이다. ,폭(mm)두께(mm)는6≤T≤7고4200<B≤4200는213.8이다.
623,폭(mm) 두께(mm) 는 6≤T≤7 고 4200<B≤4500 는 - 이다. ,폭(mm)두께(mm)는6≤T≤7고4200<B≤4500는-이다.
624,폭(mm) 두께(mm) 는 7<T≤8 고 B≤1200 는 197.9 이다. ,폭(mm)두께(mm)는7<T≤8고B≤1200는197.9이다.
625,폭(mm) 두께(mm) 는 7<T≤8 고 1200<B≤1500 는 183.9 이다. ,폭(mm)두께(mm)는7<T≤8고1200<B≤1500는183.9이다.
626,폭(mm) 두께(mm) 는 7<T≤8 고 1500<B≤1800 는 169.2 이다. ,폭(mm)두께(mm)는7<T≤8고1500<B≤1800는169.2이다.
627,폭(mm) 두께(mm) 는 7<T≤8 고 1800<B≤2400 는 153.95 이다. ,폭(mm)두께(mm)는7<T≤8고1800<B≤2400는153.95이다.
628,폭(mm) 두께(mm) 는 7<T≤8 고 2400<B≤3000 는 138.7 이다. ,폭(mm)두께(mm)는7<T≤8고2400<B≤3000는138.7이다.
629,폭(mm) 두께(mm) 는 7<T≤8 고 3000<B≤3300 는 147.5 이다. ,폭(mm)두께(mm)는7<T≤8고3000<B≤3300는147.5이다.
630,폭(mm) 두께(mm) 는 7<T≤8 고 3300<B≤3600 는 149.7 이다. ,폭(mm)두께(mm)는7<T≤8고3300<B≤3600는149.7이다.
631,폭(mm) 두께(mm) 는 7<T≤8 고 3600<B≤4000 는 108.9 이다. ,폭(mm)두께(mm)는7<T≤8고3600<B≤4000는108.9이다.
632,폭(mm) 두께(mm) 는 7<T≤8 고 4200<B≤4200 는 170.1 이다. ,폭(mm)두께(mm)는7<T≤8고4200<B≤4200는170.1이다.
633,폭(mm) 두께(mm) 는 7<T≤8 고 4200<B≤4500 는 - 이다. ,폭(mm)두께(mm)는7<T≤8고4200<B≤4500는-이다.
634,폭(mm) 두께(mm) 는 8<T≤9 고 B≤1200 는 161.3 이다. ,폭(mm)두께(mm)는8<T≤9고B≤1200는161.3이다.
635,폭(mm) 두께(mm) 는 8<T≤9 고 1200<B≤1500 는 147.4 이다. ,폭(mm)두께(mm)는8<T≤9고1200<B≤1500는147.4이다.
636,폭(mm) 두께(mm) 는 8<T≤9 고 1500<B≤1800 는 132.6 이다. ,폭(mm)두께(mm)는8<T≤9고1500<B≤1800는132.6이다.
637,폭(mm) 두께(mm) 는 8<T≤9 고 1800<B≤2400 는 100.9 이다. ,폭(mm)두께(mm)는8<T≤9고1800<B≤2400는100.9이다.
638,폭(mm) 두께(mm) 는 8<T≤9 고 2400<B≤3000 는 97.5 이다. ,폭(mm)두께(mm)는8<T≤9고2400<B≤3000는97.5이다.
639,폭(mm) 두께(mm) 는 8<T≤9 고 3000<B≤3300 는 94.9 이다. ,폭(mm)두께(mm)는8<T≤9고3000<B≤3300는94.9이다.
640,폭(mm) 두께(mm) 는 8<T≤9 고 3300<B≤3600 는 97.1 이다. ,폭(mm)두께(mm)는8<T≤9고3300<B≤3600는97.1이다.
641,폭(mm) 두께(mm) 는 8<T≤9 고 3600<B≤4000 는 66.7 이다. ,폭(mm)두께(mm)는8<T≤9고3600<B≤4000는66.7이다.
642,폭(mm) 두께(mm) 는 8<T≤9 고 4200<B≤4200 는 117.9 이다. ,폭(mm)두께(mm)는8<T≤9고4200<B≤4200는117.9이다.
643,폭(mm) 두께(mm) 는 8<T≤9 고 4200<B≤4500 는 - 이다. ,폭(mm)두께(mm)는8<T≤9고4200<B≤4500는-이다.
644,폭(mm) 두께(mm) 는 9<T≤12 고 B≤1200 는 88.8 이다. ,폭(mm)두께(mm)는9<T≤12고B≤1200는88.8이다.
645,폭(mm) 두께(mm) 는 9<T≤12 고 1200<B≤1500 는 71.6 이다. ,폭(mm)두께(mm)는9<T≤12고1200<B≤1500는71.6이다.
646,폭(mm) 두께(mm) 는 9<T≤12 고 1500<B≤1800 는 53.2 이다. ,폭(mm)두께(mm)는9<T≤12고1500<B≤1800는53.2이다.
647,폭(mm) 두께(mm) 는 9<T≤12 고 1800<B≤2400 는 40.4 이다. ,폭(mm)두께(mm)는9<T≤12고1800<B≤2400는40.4이다.
648,폭(mm) 두께(mm) 는 9<T≤12 고 2400<B≤3000 는 34.4 이다. ,폭(mm)두께(mm)는9<T≤12고2400<B≤3000는34.4이다.
649,폭(mm) 두께(mm) 는 9<T≤12 고 3000<B≤3300 는 29.6 이다. ,폭(mm)두께(mm)는9<T≤12고3000<B≤3300는29.6이다.
650,폭(mm) 두께(mm) 는 9<T≤12 고 3300<B≤3600 는 35 이다. ,폭(mm)두께(mm)는9<T≤12고3300<B≤3600는35이다.
651,폭(mm) 두께(mm) 는 9<T≤12 고 3600<B≤4000 는 56 이다. ,폭(mm)두께(mm)는9<T≤12고3600<B≤4000는56이다.
652,폭(mm) 두께(mm) 는 9<T≤12 고 4200<B≤4200 는 57.2 이다. ,폭(mm)두께(mm)는9<T≤12고4200<B≤4200는57.2이다.
653,폭(mm) 두께(mm) 는 9<T≤12 고 4200<B≤4500 는 64.4 이다. ,폭(mm)두께(mm)는9<T≤12고4200<B≤4500는64.4이다.
654,폭(mm) 두께(mm) 는 12<T≤20 고 B≤1200 는 54.8 이다. ,폭(mm)두께(mm)는12<T≤20고B≤1200는54.8이다.
655,폭(mm) 두께(mm) 는 12<T≤20 고 1200<B≤1500 는 41.1 이다. ,폭(mm)두께(mm)는12<T≤20고1200<B≤1500는41.1이다.
656,폭(mm) 두께(mm) 는 12<T≤20 고 1500<B≤1800 는 26.2 이다. ,폭(mm)두께(mm)는12<T≤20고1500<B≤1800는26.2이다.
657,폭(mm) 두께(mm) 는 12<T≤20 고 1800<B≤2400 는 12.9 이다. ,폭(mm)두께(mm)는12<T≤20고1800<B≤2400는12.9이다.
658,폭(mm) 두께(mm) 는 12<T≤20 고 2400<B≤3000 는 9.4 이다. ,폭(mm)두께(mm)는12<T≤20고2400<B≤3000는9.4이다.
659,폭(mm) 두께(mm) 는 12<T≤20 고 3000<B≤3300 는 BASE 이다. ,폭(mm)두께(mm)는12<T≤20고3000<B≤3300는BASE이다.
660,폭(mm) 두께(mm) 는 12<T≤20 고 3300<B≤3600 는 10 이다. ,폭(mm)두께(mm)는12<T≤20고3300<B≤3600는10이다.
661,폭(mm) 두께(mm) 는 12<T≤20 고 3600<B≤4000 는 26 이다. ,폭(mm)두께(mm)는12<T≤20고3600<B≤4000는26이다.
662,폭(mm) 두께(mm) 는 12<T≤20 고 4200<B≤4200 는 44.4 이다. ,폭(mm)두께(mm)는12<T≤20고4200<B≤4200는44.4이다.
663,폭(mm) 두께(mm) 는 12<T≤20 고 4200<B≤4500 는 44.4 이다. ,폭(mm)두께(mm)는12<T≤20고4200<B≤4500는44.4이다.
664,폭(mm) 두께(mm) 는 20<T≤30 고 B≤1200 는 70 이다. ,폭(mm)두께(mm)는20<T≤30고B≤1200는70이다.
665,폭(mm) 두께(mm) 는 20<T≤30 고 1200<B≤1500 는 54 이다. ,폭(mm)두께(mm)는20<T≤30고1200<B≤1500는54이다.
666,폭(mm) 두께(mm) 는 20<T≤30 고 1500<B≤1800 는 35.6 이다. ,폭(mm)두께(mm)는20<T≤30고1500<B≤1800는35.6이다.
667,폭(mm) 두께(mm) 는 20<T≤30 고 1800<B≤2400 는 17.7 이다. ,폭(mm)두께(mm)는20<T≤30고1800<B≤2400는17.7이다.
668,폭(mm) 두께(mm) 는 20<T≤30 고 2400<B≤3000 는 14.2 이다. ,폭(mm)두께(mm)는20<T≤30고2400<B≤3000는14.2이다.
